QUALITY_SCORE,SPECIES,OWNER,REGION,COUNTRY_OF_ORIGIN,HARVEST_YEAR,VARIETY,STATUS,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,MOISTURE,QUAKERS,CATEGORY_ONE_DEFECTS,CATEGORY_TWO_DEFECTS,COLOR,ALTITUDE_NUMERIC,ALTITUDE_UOM,GRADING_YEAR
79.17,Arabica,Brent Hall,SAN RAFAEL,Costa Rica,2012,Catuai,Completed,Washed_Wet,7.17,7.42,7.5,8,7.25,7.83,10,6.67,7.33,10,0,5,20,None,NULL,NULL,2013
79.17,Arabica,ISRAEL EDUARDO PAZ GARCIA,ZARAGOZA ITUNDUJIA,Mexico,2012,Typica,Completed,Washed_Wet,7.25,7.08,6.92,7.08,7.17,7.17,10,10,7.17,14,0,0,8,None,1550,m,2012
79.17,Arabica,Janny Marlith Torres,OCOTEPEQUE,Honduras,2017,Catuai,Completed,Washed_Wet,7.58,7,6.75,6.92,7,6.92,10,10,7,11,0,0,5,Green,1650,m,2017
79.17,Arabica,Juan Luis Alvarado Romero,OCCIDENTE,Guatemala,2016,Bourbon,Completed,Washed_Wet,7.08,7,6.92,7.42,7,6.92,10,10,6.83,11,8,0,6,Green,1320,m,2016
79.17,Arabica,Juan Luis Alvarado Romero,NUEVO ORIENTE,Guatemala,2015,Catuai,Completed,Washed_Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,6.83,11,0,0,6,Green,1550,m,2015
79.17,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.33,7.42,7.33,7.42,7.5,7.42,9.33,9.33,7.42,10,0,0,0,Green,4000,ft,2017
79.17,Arabica,JULIO CESAR ROBLES FLORES,YAJALON,Mexico,2012,Typica,Completed,Washed_Wet,7.17,6.92,6.92,7.08,7.17,7,10,10,6.92,14,0,0,34,Green,1450,m,2012
79.17,Arabica,Masamichi Hiroike,PLUMA HIDALOGO OAXACA,Mexico,2010,Typica,Completed,NULL,6.75,6.75,6.83,7.25,7.58,7.08,10,10,6.92,1,0,0,8,NULL,1200,m,2010
79.25,Arabica,"Lin, Che-Hao Krude 林哲豪",GUOXING TOWNSHIP NANTOU COUNTY 南投縣國姓鄉,Taiwan,2014,Typica,Completed,Washed_Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,6.75,11,0,0,0,Blue_Green,850,m,2014
79.25,Arabica,MARCO VIRGILIO RAMIREZ TELIZ,VERACRUZ,Mexico,2012,Bourbon,Completed,Washed_Wet,7,7,6.92,7.17,7.17,7.08,10,10,6.92,13,0,0,10,Green,1000,m,2012
79.33,Arabica,ERIC JESUS CORDOBA ARROYO,ZENTLA,Mexico,2012,Typica,Completed,Washed_Wet,7,7,6.83,7.33,7.42,6.92,10,10,6.83,14,0,0,23,None,950,m,2012
79.33,Arabica,ERIC JESUS CORDOBA ARROYO,ZENTLA,Mexico,2012,Typica,Completed,Washed_Wet,7.42,7.17,7.08,7.17,7.08,7.08,10,10,7,14,0,0,19,Green,750,m,2012
79.33,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,7.17,11,0,0,6,Green,NULL,NULL,2012
79.33,Arabica,Rre Kunene,CNRA STATION OF DIVO,Ivory Coast,2016,NULL,Completed,Washed_Wet,7.42,7.25,6.83,7,7.33,7.08,10,10,7.08,13,0,1,2,Bluish_Green,200,m,2017
79.33,Arabica,The Coffee Source Inc.,PEREIRA,Colombia,2013,Caturra,Completed,Washed_Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,10,7.33,0,0,0,3,Green,1200,m,2014
79.42,Arabica,ADRIANA TORRES RICO QUEVEDO,XICOTEPEC DE JUAREZ,Mexico,2012,Typica,Completed,Washed_Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,6.83,13,0,0,30,Green,800,m,2012
79.42,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,7.42,10,0,0,2,Green,4000,ft,2014
79.42,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2014,Other,Completed,Washed_Wet,7.25,7.33,6.83,7,7,7.17,10,10,6.83,10,0,1,4,Green,4000,ft,2014
79.5,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,LA CONCORDIA,Mexico,2012,Caturra,Completed,Washed_Wet,7.25,7.08,6.92,7.25,7.58,7.08,10,10,7,12,0,1,20,Green,1550,m,2012
79.5,Arabica,COOPERATIVA EL GORRION R.L,JINOTEGA,Nicaragua,2015,Caturra,Completed,Natural_Dry,6.92,6.92,7,7.42,7.25,7,10,10,7,12,0,0,6,Green,1050,m,2015
79.5,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,NANTOU 南投日月潭,Taiwan,2014,Typica,Completed,Natural_Dry,6.92,7,7.17,7,7.42,7,10,10,7,0,0,0,1,NULL,700,m,2015
79.5,Arabica,Exportadora de Cafe Condor S.A,CUNDINAMARCA,Colombia,2013,Caturra,Completed,Washed_Wet,7.83,7.5,7.42,7.42,7.67,7.5,6.67,10,7.5,0,0,0,2,Green,1550,m,2013
79.5,Arabica,MARIO JOSE FERNANDEZ,COATEPEC COATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.25,7.33,7,7.25,7.17,7.17,10,10,7,12,0,0,5,Bluish_Green,1100,m,2012
79.58,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,LA CONCORDIA,Mexico,2012,Caturra,Completed,Washed_Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,6.92,13,0,0,5,Green,1550,m,2012
79.58,Arabica,Carl Walker,CHUVA SAN MARCOS,Guatemala,2009,NULL,Completed,NULL,7.08,7,6.83,7.33,7.25,7,10,10,7.08,17,0,1,19,NULL,4350,ft,2011
79.58,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2011,NULL,Completed,NULL,7.25,7.17,7,6.75,7.17,7.33,10,10,6.92,10,0,0,4,NULL,1800,m,2011
79.58,Arabica,OBED RENDON PONCE,TEPETZINGO,Mexico,2012,Typica,Completed,Washed_Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,6.92,12,0,0,11,None,1250,m,2012
79.67,Arabica,ALFREDO BOJALIL,COATEPEC COATEPEC,Mexico,2012,Mundo Novo,Completed,Washed_Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,7.08,0,0,0,9,NULL,1264,m,2012
79.67,Arabica,Consejo Salvadoreño del Café,CACAHUATIQUE,El Salvador,2016,Bourbon,Completed,Washed_Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,7,0,0,0,12,Bluish_Green,1250,m,2017
79.67,Arabica,Doi Tung Development Project,,Thailand,2010,Peaberry,Completed,NULL,7.17,7.17,7,7,7.25,6.92,10,10,7.17,0,0,1,0,NULL,NULL,NULL,2010
79.67,Arabica,Doi Tung Development Project,THAILAND,Thailand,2013,NULL,Completed,Washed_Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,7.08,12,0,0,0,Blue_Green,800,m,2014
79.67,Arabica,FREDY GORDILLO REYES,LA CONCORDIA CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,6.83,12,0,0,6,Green,1400,m,2013
79.67,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,7,11,0,0,6,Green,4300,ft,2013
79.67,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2016,Bourbon,Completed,Washed_Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,7.25,10,2,0,1,Green,4000,ft,2017
79.67,Arabica,SAUL M. HERNANDEZ RAMIREZ,TENANGO DE DORIA HIDALGO,Mexico,2012,Caturra,Completed,Washed_Wet,7.33,7.17,7,6.75,7.08,7,10,10,7.33,13,0,5,6,None,975,m,2012
79.75,Arabica,ALFREDO BOJALIL,POCHUTLA,Mexico,2012,Typica,Completed,Washed_Wet,7.33,7.25,7,7.08,7.08,7,10,10,7,10,0,1,22,Green,1050,m,2012
79.75,Arabica,CALIXTO GUILLEN VAZQUEZ,CHIAPAS,Mexico,2013,Bourbon,Completed,Washed_Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,7,12,0,0,5,Green,1300,m,2013
79.75,Arabica,Dane Loraas,HUANUCO,Peru,2013,NULL,Completed,Washed_Wet,7,7.08,7,7.25,7.5,7.42,10,10,7.17,12,0,1,2,Green,NULL,NULL,2014
79.75,Arabica,Doi Tung Development Project,THAILAND,Thailand,2013,NULL,Completed,Washed_Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,7,12,0,0,0,Green,800,m,2014
79.75,Arabica,FREDY GORDILLO REYES,LA CONCORDIA CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.58,7.08,7,7,7.5,6.92,10,10,6.67,12,0,0,4,Green,1400,m,2013
79.75,Arabica,ISRAEL EDUARDO PAZ GARCIA,ZARAGOZA ITUNDUJIA,Mexico,2012,Bourbon,Completed,Washed_Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,6.92,14,0,0,0,None,1450,m,2012
79.75,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2016,Bourbon,Completed,Washed_Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,7.25,10,4,0,1,Green,NULL,NULL,2017
79.75,Arabica,LEONIDES DE LA CRUZ LOPEZ,CHIAPAS,Mexico,2013,Bourbon,Completed,Washed_Wet,7.58,7.08,6.92,7.58,7.5,6.92,9.33,10,6.83,13,0,0,4,Green,1022,m,2013
79.75,Arabica,"Lin, Che-Hao Krude 林哲豪",BAIHE DIST TAINAN CITY 臺南市白河區,Taiwan,2013,Typica,Completed,Washed_Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,7,10,0,0,0,Blue_Green,600,m,2014
79.75,Arabica,"Lin, Che-Hao Krude 林哲豪",TAIWU TOWNSHIP PINGTUNG COUNTY 屏東縣泰武鄉,Taiwan,2014,Typica,Completed,Natural_Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,8.67,7.33,0,0,0,0,NULL,1000,m,2015
79.75,Arabica,LUSSO LAB,ANTIGUA,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,7.67,0,0,0,4,Green,NULL,NULL,2012
79.75,Arabica,MONTEGRANDE,TUXTLA GUTIERREZ,Mexico,2012,Typica,Completed,Washed_Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,7.33,12,0,0,7,NULL,1100,m,2012
79.75,Arabica,The Coffee Source Inc.,BRUNCA,Costa Rica,2013,Catuai,Completed,Washed_Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,10,8,10,0,0,4,Bluish_Green,1100,m,2013
79.83,Arabica,Asociación Aldea Global Jinotega,JINOTEGA,Nicaragua,2014,Caturra,Completed,Washed_Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,7.17,11,0,0,0,Green,1250,m,2015
79.83,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.33,7.25,6.92,7.33,7.25,7.33,10,10,7.08,10,0,0,2,Green,1700,m,2017
79.83,Arabica,Kennedy Macharia,KIAMBU,Kenya,2017,SL34,Completed,Washed_Wet,7,7.08,7,7.17,7.25,7.25,10,10,7.08,11,1,0,5,NULL,1500,m,2017
79.83,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Natural_Dry,7.58,7.08,6.83,7.17,7.5,7.17,10,10,7.17,12,0,7,10,Blue_Green,NULL,NULL,2012
79.83,Arabica,SERGIO DE LA VEQUIA BERNARDI,HUATUSCO,Mexico,2012,Typica,Completed,Washed_Wet,7.17,7.08,7,7.25,7.5,7,10,10,6.83,12,0,0,3,Green,1300,m,2012
79.92,Arabica,ALEJANDRO GARCIA PALACIOS,MOTOZINTLA CHIAPAS,Mexico,2012,Other,Completed,Washed_Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,7,12,0,1,7,Green,1100,m,2012
79.92,Arabica,CALIXTO GUILLEN VAZQUEZ,CHIAPAS,Mexico,2013,Bourbon,Completed,Washed_Wet,7.33,7.08,7.08,7.33,7.42,7.17,10,10,7.17,12,0,0,4,Green,1300,m,2013
79.92,Arabica,CHRISTINA DUSING,VERACRUZ,Mexico,2012,Bourbon,Completed,Washed_Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,6.75,0,0,0,0,NULL,1100,m,2012
79.92,Arabica,Eileen Koyanagi,KONA,USA (Hawaii),2014,Hawaiian Kona,Completed,Natural_Dry,7.5,7,7,6.92,7.33,7.17,10,10,7,11,0,1,3,Green,NULL,NULL,2014
79.92,Arabica,Federacion Nacional de Cafeteros,HUILA,Colombia,2015,NULL,Completed,Washed_Wet,7.83,7.67,7.58,7.75,7.83,7.17,10,10,7.42,0,0,0,1,Green,NULL,NULL,2015
79.92,Arabica,JESUS CARLOS CADENA VALDIVIA,COSAUTLAN DE CARVAJAL,Mexico,2012,Mundo Novo,Completed,Washed_Wet,7.17,7.33,7.08,7.58,7.33,7.08,9.33,10,7,11,0,0,0,Green,1250,m,2012
79.92,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2011,NULL,Completed,NULL,7.5,7.42,7.58,7.42,7.5,7.58,8.67,10,7.58,5,0,3,0,NULL,NULL,NULL,2011
79.92,Arabica,MONTEGRANDE,JALTENANGO,Mexico,2012,Catuai,Completed,Washed_Wet,7.17,7.08,7.08,7.08,7.5,7.33,10,10,7.33,11,0,0,3,Green,1100,m,2012
79.92,Arabica,PABLO ENRIQUE MARTINEZ GAMA,COATEPEC,Mexico,2012,Typica,Completed,Natural_Dry,7.33,7.25,7,7.42,7.17,7.17,10,10,7.25,12,0,0,6,Green,1250,m,2012
80,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",JINOTEGA NICARAGUA,Nicaragua,2017,Caturra,Completed,Washed_Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,7,10,0,0,5,Green,1250,m,2017
80,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHANGHUA BAGUASHAN 彰化市八卦山,Taiwan,2013,Typica,Completed,Washed_Wet,7.25,7.25,7.25,7,7.25,7,10,10,7,11,0,0,0,Green,250,m,2013
80,Arabica,Doi Tung Development Project,THAILAND,Thailand,2012,NULL,Completed,Washed_Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,7,0,0,0,0,Green,800,m,2013
80,Arabica,Ethiopia Commodity Exchange,LIMU,Ethiopia,2010,NULL,Completed,NULL,7.42,7.42,7.5,7.92,7.75,7.58,9.33,8.67,7.75,5,0,0,2,NULL,NULL,NULL,2010
80,Arabica,Kurt Kappeli,SIERRA FRAYLESCA CHIAPAS,Mexico,2014,Typica,Completed,Washed_Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,10,7.42,0,0,0,2,Green,1400,m,2014
80,Arabica,Ngu Shwe Li,DOE KWIN PYIN OO LWIN,Myanmar,2015,Other,Completed,Washed_Wet,7.17,7.33,7,7.42,7.17,7,10,10,6.92,0,0,0,4,Green,3845,ft,2015
80,Arabica,PABLO ENRIQUE MARTINEZ GAMA,COATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.25,7.25,7.08,7.17,7.33,7.33,10,10,7.25,12,0,0,9,Green,1250,m,2012
80,Arabica,SEMIRAMIS CASAS VELAZQUEZ,SAN MIGUEL DEL PUERTO,Mexico,2012,Other,Completed,Washed_Wet,7.08,7.33,7,7.33,7.08,7,10,10,7.17,11,0,0,12,Green,1100,m,2012
80.08,Arabica,Brayan Cunha Souza,MANTIQUEIRA DE MINAS,Brazil,2017,Bourbon,Completed,Pulped_natural_honey,7.17,7.17,7,7.17,7.25,7.25,10,10,7.08,11,0,0,5,Green,1100,m,2017
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,苗栗泰安,Taiwan,2014,Typica,Completed,Washed_Wet,7.42,7.25,7.25,7.17,7,7,10,10,7,7,0,0,0,Green,850,m,2014
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHANGHUA BAGUASHAN 彰化市八卦山,Taiwan,2013,Typica,Completed,Washed_Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,7,11,0,0,0,Green,150,m,2013
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,YUNLIN GUKENG HE BAO 雲林縣古坑鄉荷苞村,Taiwan,2013,Typica,Completed,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,7,11,0,0,0,Green,200,m,2013
80.08,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHANGHUA BAGUASHAN 彰化市八卦山,Taiwan,2013,Typica,Completed,Semi_washed_Semi_pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,7,11,0,0,0,Green,250,m,2013
80.08,Arabica,FEDERICO PACHECO PEREZ,ESCUITLA,Mexico,2012,Typica,Completed,Washed_Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,7.08,14,0,1,17,Green,1300,m,2012
80.08,Arabica,Honor dela Fuente,,Nicaragua,2013,NULL,Completed,Natural_Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,7.08,10,0,0,4,Green,NULL,NULL,2014
80.08,Arabica,ISRAEL EDUARDO PAZ GARCIA,ZARAGOZA ITUNDUJIA,Mexico,2012,Typica,Completed,Washed_Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,7.08,15,0,0,0,None,1300,m,2012
80.17,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,7.33,11,0,0,0,Green,1400,m,2015
80.17,Arabica,"Exportadora Atlantic, S.A.",JINOTEGA,Nicaragua,2015,Caturra,Completed,Washed_Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,7.17,11,0,0,2,NULL,1187.5,m,2015
80.17,Arabica,ISRAEL EDUARDO PAZ GARCIA,ZARAGOZA ITUNDUJIA,Mexico,2012,Typica,Completed,Washed_Wet,7.58,7.42,7.33,7.5,7.08,7.17,10,10,7.42,14,0,1,2,Green,1550,m,2012
80.17,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.33,7.33,7,7.33,7,7,10,10,7.17,11,0,0,5,Green,4300,ft,2012
80.17,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,7,11,0,0,2,Green,4300,ft,2013
80.17,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2011,NULL,Completed,NULL,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,7.42,5,0,12,1,NULL,NULL,NULL,2011
80.17,Arabica,MARCO VIRGILIO RAMIREZ TELIZ,VERACRUZ,Mexico,2012,Bourbon,Completed,Washed_Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,7,12,0,0,12,Green,1000,m,2012
80.17,Arabica,PABLO ENRIQUE MARTINEZ GAMA,COATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,7.08,11,0,0,2,Green,1250,m,2012
80.17,Arabica,"Sunvirtue Co., Ltd.",DALA,Vietnam,2017,Catimor,Completed,Other,7.42,7.25,7.25,7.58,7.42,7.33,10,10,7.25,0,0,0,2,NULL,1550,m,2017
80.25,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2016,Caturra,Completed,Natural_Dry,7.25,7.25,7,7,7.42,7,10,10,7.33,10,0,0,4,Green,1400,m,2017
80.25,Arabica,Bob McCauley,YAUK SAUK SHAN STATE,Myanmar,2015,Other,Completed,Natural_Dry,8,7.08,7,7.33,7.08,6.92,10,10,6.83,11,0,1,26,Green,3000,ft,2015
80.25,Arabica,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,SIERRA MADRE OCCIDENTAL,Mexico,2016,Caturra,Completed,Washed_Wet,7.25,7.17,7,7.33,7.33,7,10,10,7.17,10,0,0,2,Green,1600,m,2016
80.25,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHIAYI FANLU嘉義縣番路鄉,Taiwan,2013,Typica,Completed,Semi_washed_Semi_pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,7,11,0,0,0,Green,700,m,2013
80.25,Arabica,Eileen Koyanagi,KONA,USA (Hawaii),2014,Hawaiian Kona,Completed,Natural_Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,7.33,12,0,4,13,Green,NULL,NULL,2014
80.25,Arabica,Gloria Antonieta Escobar Urrutia,MATAGALPA NICARAGUA,Nicaragua,2015,Caturra,Completed,Washed_Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,7.25,11,0,0,2,Green,900,m,2015
80.25,Arabica,Honor dela Fuente,,Colombia,2012,Typica,Completed,Washed_Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,7.58,10,0,0,0,Green,NULL,NULL,2014
80.25,Arabica,SAUL M. HERNANDEZ RAMIREZ,CALNALI HIDALGO,Mexico,2012,Caturra,Completed,Washed_Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,7.17,11,0,2,8,None,808,m,2012
80.25,Arabica,The Coffee Source Inc.,ORIENTE,Guatemala,2012,Caturra,Completed,Washed_Wet,7,7.17,7.33,7.33,7,7.17,10,10,7.25,11,0,1,12,Green,1400,m,2013
80.25,Arabica,U Htun Htun,YWAR NGAN,Myanmar,2014,Catuai,Completed,Natural_Dry,7.42,7,7.08,7,7.17,7.33,10,10,7.25,0,0,0,1,Green,4287,ft,2015
80.25,Arabica,Volcafe Ltda. - Brasil,CERRADO MONTE CARMELO MINAS GERAIS,Brazil,2017,Catuai,Completed,Natural_Dry,7.17,7.33,7.42,7.08,7,7,10,10,7.25,11,1,0,1,Green,995,m,2017
80.33,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,TAICHUNG XINSHE 台中市新社區,Taiwan,2013,Yellow Bourbon,Completed,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,7,11,0,0,0,Green,600,m,2013
80.33,Arabica,Delfina Leon Shine,MKUU ROMBO,Tanzania,2015,Bourbon,Completed,Washed_Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,7.17,13,0,0,5,Green,1700,m,2015
80.33,Arabica,Ethiopia Commodity Exchange,KELEM WELEGA,Ethiopia,2010,NULL,Completed,NULL,7.25,7.25,7.25,7.33,7.5,8,9.33,10,7.08,10,0,0,1,NULL,NULL,NULL,2010
80.33,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,7.17,11,0,1,4,Green,4300,ft,2013
80.33,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Washed_Wet,7.17,7.5,6.92,7.33,7.67,7.33,10,10,7.08,12,0,5,7,Green,NULL,NULL,2012
80.33,Arabica,Kongoni Estate,ARUSHA,Tanzania,2014,Other,Completed,Washed_Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,7.08,12,0,0,5,Bluish_Green,NULL,NULL,2014
80.33,Arabica,MIGUEL CORTES MORENO,CHILON,Mexico,2012,Typica,Completed,Semi_washed_Semi_pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,7.08,11,0,0,21,Green,940,m,2012
80.33,Arabica,SIMON MAHINDA,MUMIRWA,Burundi,2016,NULL,Completed,NULL,7.08,7.25,7.17,7.33,7.08,7.08,10,10,7.33,12,0,0,0,Green,1700,m,2016
80.42,Arabica,Adam Ciruli Ye,YUNNAN,China,2013,Other,Completed,Washed_Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,7.17,17,0,0,14,Green,1700,m,2014
80.42,Arabica,ALFREDO BOJALIL,POCHUTLA,Mexico,2012,Typica,Completed,Washed_Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,7.25,10,0,2,4,Green,1050,m,2012
80.42,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,LA CONCORDIA,Mexico,2012,Caturra,Completed,Washed_Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,7.08,12,0,4,16,Green,1550,m,2012
80.42,Arabica,CADEXSA,MARCALA,Honduras,2016,NULL,Completed,NULL,7.25,7.42,7,7.42,7.33,7,10,10,7,10,0,0,0,Green,1450,m,2016
80.42,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,南投國姓,Taiwan,2014,Typica,Completed,Washed_Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,7,14,0,0,0,Green,600,m,2014
80.42,Arabica,"CQI Taiwan ICP CQI台灣合作夥伴
",NANTOU GUOXING 南投縣國姓鄉,Taiwan,2013,Typica,Completed,Washed_Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,7,11,0,0,0,Green,600,m,2013
80.42,Arabica,LUSSO LAB,DEPARTMENT OF AHUACHAPAN MUNICIPALITY OF APANECALLAMATEPEC MOUNTAIN,El Salvador,2013,Bourbon,Completed,Washed_Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,7.25,0,0,0,1,Green,1450,m,2014
80.5,Arabica,BOURBON SPECIALTY COFFEES,VALE DA GRAMA,Brazil,2015,Yellow Bourbon,Completed,Semi_washed_Semi_pulped,7.25,7.33,7.17,7.5,7.33,7.25,10,10,7.33,11,0,0,3,Green,1250,m,2015
80.5,Arabica,Case Noyale Ltd,CHAMAREL SOUTH WEST,Mauritius,2016,NULL,Completed,NULL,7.25,7.25,7.17,7.17,7.25,7.17,10,10,7.25,12,0,0,0,Green,280,m,2016
80.5,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,TAIWAN,Taiwan,2017,Other,Completed,Natural_Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,7.17,0,0,0,0,Blue_Green,50,m,2017
80.5,Arabica,Eileen Koyanagi,KONA,USA (Hawaii),2013,Hawaiian Kona,Completed,Natural_Dry,7.42,7.33,7.33,7.58,7.58,7.42,10,10,7.17,11,0,1,0,Green,NULL,NULL,2014
80.5,Arabica,ISRAEL EDUARDO PAZ GARCIA,ZARAGOZA ITUNDUJIA,Mexico,2012,Typica,Completed,Washed_Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,7.17,15,0,0,1,None,1450,m,2012
80.5,Arabica,Jacques Pereira Carneiro,MANTIQUEIRA DE MINAS,Brazil,2013,Yellow Bourbon,Completed,Semi_washed_Semi_pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,10,7.42,10,0,0,10,None,1250,m,2014
80.5,Arabica,Janny Marlith Torres,OCOTEPEQUE,Honduras,2017,Catuai,Completed,Washed_Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,7,11,0,0,5,Green,1650,m,2017
80.5,Arabica,Juan Luis Alvarado Romero,HUEHUETENANGO,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.5,7.5,7,7.67,7.17,7,10,10,6.67,12,0,1,1,Green,6100,m,2013
80.5,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Caturra,Completed,Washed_Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,7.25,10,0,0,4,Green,1500,m,2017
